Sample_Kit_ID,Sample_ID,Date,Median_Time_Unix,Median_Time_Local,Local_Timezone,Mean_DO_mg_per_L,DO_sd,Mean_DO_percent_saturation,DO_percent_saturation_sd,Mean_Temp_Deg_C,Temp_sd,Respiration_Rate_mg_per_L_per_H,Respiration_R_Squared,Respiration_R_Squared_Adj,Respiration_p_value,Total_Incubation_Time_Min,Number_Points_In_Respiration_Regression,Number_Points_Removed_Respiration_Regression,DO_Concentration_At_Incubation_Time_Zero,Sample_Latitude,Sample_Longitude,MiniDot_Latitude,MiniDot_Longitude,MiniDot_Start_Time,MiniDot_End_Time,MiniDot_ID,pH,Contact_First_Name,Contact_Last_Name,Organization,Email,Site_Name,Stream_Name,City,State,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,MiniDot_Sediment,Water_Temperature,Water_Depth_cm,Depositional_Type,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,MiniDot_Notes,Additional_Sampling_Notes,Hydrograph_Online,Hydrograph_Other
CM_034,CM_034-3,8/30/2022,1661866110,9:28:30,Eastern Daylight Time (UTC-4),6.22,0.11,69.32,1.2,20.7,0.06,-33.04,1,N/A,N/A,5,2,0,4.223333333,46.4979,-84.3742,46.4979,84.3742,8:42:00,10:00:00,21119,6.5,Ashley,Moerke,Lake Superior State University,amoerke@lssu.edu,Ashmun Bay,St. Marys River,"Sault Sainte Marie, MI",Michigan,"Overcast, Very windy (~15 mph)",Perennial,"Broadleaf deciduous tree, Shrub",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),20.8,60,bay,No coverage,Partial coverage,Partial coverage,1-3 cm as described in the protocol,The DO sensor did not come with the black cap mentioned in the notes,It was very windy and high turbidity during sampling.,N/A,No
CM_035,CM_035-1,10/17/2022,1666025220,11:47:00,Central Daylight Time (UTC-5),13.12,0.28,110.39,2.6,7.86,0.45,-26.4,1,N/A,N/A,5,2,0,2.93,45.0844,-92.7856,45.0844,-92.7856,10:31:00,12:44:00,284528,6.5,Cara,Santelli,University of Minnesota,santelli@umn.edu,St. Croix Boom Site,St. Croix,Stillwater,Minnesota,Overcast,Perennial,"Broadleaf deciduous tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,5,16,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,I'm sorry but I totally forgot to take the first picture!  I think my brain froze in the ridiculously cold weather!,N/A,No
CM_035,CM_035-2,10/17/2022,1666025220,11:47:00,Central Daylight Time (UTC-5),13.12,0.28,110.39,2.6,7.86,0.45,-17.52,1,N/A,N/A,5,2,0,1.513333333,45.0844,-92.7856,45.0844,-92.7856,10:31:00,12:44:00,284528,6.5,Cara,Santelli,University of Minnesota,santelli@umn.edu,St. Croix Boom Site,St. Croix,Stillwater,Minnesota,Overcast,Perennial,"Broadleaf deciduous tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,5,16,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,I'm sorry but I totally forgot to take the first picture!  I think my brain froze in the ridiculously cold weather!,N/A,No
CM_035,CM_035-3,10/17/2022,1666025220,11:47:00,Central Daylight Time (UTC-5),13.12,0.28,110.39,2.6,7.86,0.45,-19.68,1,N/A,N/A,5,2,0,2.103333333,45.0844,-92.7856,45.0844,-92.7856,10:31:00,12:44:00,284528,6.5,Cara,Santelli,University of Minnesota,santelli@umn.edu,St. Croix Boom Site,St. Croix,Stillwater,Minnesota,Overcast,Perennial,"Broadleaf deciduous tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,5,16,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,I'm sorry but I totally forgot to take the first picture!  I think my brain froze in the ridiculously cold weather!,N/A,No
CM_037,CM_037-1,10/31/2022,1667232360,12:06:00,Eastern Daylight Time (UTC-4),9.86,0.06,89.03,0.72,10.8,0.08,-1.666,0.923,0.91,0.003276433,120,8,0,8.3,41.3825,-72.8972,41.3825,-72.8972,11:25:00,12:32:00,553257,6.5,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,"ID #2,865",Mill River,North Haven,Connecticut,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,11.6,15,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments. We forgot a ruler but used a fireball bottle for scale. Fireball bottle was later measured to be 13cm in height.,https://waterdata.usgs.gov/monitoring-location/01196620/#parameterCode=00065&period=P7D,N/A
CM_037,CM_037-2,10/31/2022,1667232360,12:06:00,Eastern Daylight Time (UTC-4),9.86,0.06,89.03,0.72,10.8,0.08,-1.827,0.942,0.932,0.003095674,120,8,0,8.936666667,41.3825,-72.8972,41.3825,-72.8972,11:25:00,12:32:00,553257,6.5,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,"ID #2,865",Mill River,North Haven,Connecticut,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,11.6,15,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments. We forgot a ruler but used a fireball bottle for scale. Fireball bottle was later measured to be 13cm in height.,https://waterdata.usgs.gov/monitoring-location/01196620/#parameterCode=00065&period=P7D,N/A
CM_037,CM_037-3,10/31/2022,1667232360,12:06:00,Eastern Daylight Time (UTC-4),9.86,0.06,89.03,0.72,10.8,0.08,-2.315,0.973,0.968,0.002873103,90,7,1,8.7,41.3825,-72.8972,41.3825,-72.8972,11:25:00,12:32:00,553257,6.5,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,"ID #2,865",Mill River,North Haven,Connecticut,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,11.6,15,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments. We forgot a ruler but used a fireball bottle for scale. Fireball bottle was later measured to be 13cm in height.,https://waterdata.usgs.gov/monitoring-location/01196620/#parameterCode=00065&period=P7D,N/A
CM_038,CM_038-1,10/31/2022,1667222820,9:27:00,Eastern Daylight Time (UTC-4),6.51,0.22,57.77,1.93,10.06,0.03,-1.123,0.981,0.977,0.001289603,60,6,2,8.776666667,41.5236,-72.2067,41.5236,-72.2067,8:33:00,10:15:00,179957,6,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,ID #55,Yantic River,Norwich,Connecticut,Partly cloudy,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),11,32,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments.,https://water.weather.gov/ahps2/hydrograph.php?gage=ytcc3&wfo=okx,N/A
CM_038,CM_038-2,10/31/2022,1667222820,9:27:00,Eastern Daylight Time (UTC-4),6.51,0.22,57.77,1.93,10.06,0.03,-1.423,0.992,0.99,9.62E-04,90,7,1,8.776666667,41.5236,-72.2067,41.5236,-72.2067,8:33:00,10:15:00,179957,6,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,ID #55,Yantic River,Norwich,Connecticut,Partly cloudy,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),11,32,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments.,https://water.weather.gov/ahps2/hydrograph.php?gage=ytcc3&wfo=okx,N/A
CM_038,CM_038-3,10/31/2022,1667222820,9:27:00,Eastern Daylight Time (UTC-4),6.51,0.22,57.77,1.93,10.06,0.03,-1.365,0.998,0.998,4.00E-04,120,8,0,8.763333333,41.5236,-72.2067,41.5236,-72.2067,8:33:00,10:15:00,179957,6,Derrick,Vaughn,Yale University,derrick.vaughn@yale.edu,ID #55,Yantic River,Norwich,Connecticut,Partly cloudy,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),11,32,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Had trouble with getting the sediment passed from the sieve into the sample bottle so we ended up not using the sieve. Most of the sediment was also larger than 2mm in size so we were not getting much to pass through. We also did not get a photo of the exposed shoreline sediments.,https://water.weather.gov/ahps2/hydrograph.php?gage=ytcc3&wfo=okx,N/A
CM_039,CM_039-1,10/24/2022,1666645050,15:57:30,Central Daylight Time (UTC-5),9.88,0.07,118.65,0.93,24.59,0.04,-4.608,0.977,0.969,0.006825102,30,5,2,7.95,30.2457,-97.6915,30.2457,-97.6915,15:20:00,16:20:00,21119,7.5,Bayani,Cardenas,Univ. of Texas at Austin,cardenas@jsg.utexas.edu,Lower Colorado River Hwy183 Bridge,Lower Colorado River,Austin,Texas,Partly cloudy,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,23.8,25,Shallow waters near the shore,No coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,N/A,https://waterdata.usgs.gov/nwis/uv?site_no=08158000,No
CM_039,CM_039-2,10/24/2022,1666645050,15:57:30,Central Daylight Time (UTC-5),9.88,0.07,118.65,0.93,24.59,0.04,-2.521,0.938,0.923,0.005388873,60,6,0,8,30.2457,-97.6915,30.2457,-97.6915,15:20:00,16:20:00,21119,7.5,Bayani,Cardenas,Univ. of Texas at Austin,cardenas@jsg.utexas.edu,Lower Colorado River Hwy183 Bridge,Lower Colorado River,Austin,Texas,Partly cloudy,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,23.8,25,Shallow waters near the shore,No coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,N/A,https://waterdata.usgs.gov/nwis/uv?site_no=08158000,No
CM_039,CM_039-3,10/24/2022,1666645050,15:57:30,Central Daylight Time (UTC-5),9.88,0.07,118.65,0.93,24.59,0.04,-2.011,0.943,0.929,0.004118877,90,6,1,N/A,30.2457,-97.6915,30.2457,-97.6915,15:20:00,16:20:00,21119,7.5,Bayani,Cardenas,Univ. of Texas at Austin,cardenas@jsg.utexas.edu,Lower Colorado River Hwy183 Bridge,Lower Colorado River,Austin,Texas,Partly cloudy,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,23.8,25,Shallow waters near the shore,No coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,N/A,https://waterdata.usgs.gov/nwis/uv?site_no=08158000,No
CM_040,CM_040-1,10/16/2022,1665931260,9:41:00,Central Daylight Time (UTC-5),8.1,0.06,93.9,0.82,22.7,0.19,-0.36,1,N/A,N/A,5,2,0,0.06,30.4384,-91.1912,30.4384,-91.1912,8:45:00,10:22:00,443657,7.75,Yi-Jun,Xu,Louisiana State University,yjxu@lsu.edu,N/A,Mississippi RIver,Baton Rouge,Louisiana,Partly cloudy,Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),22.6,20,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,N/A,https://waterdata.usgs.gov/usa/nwis/uv?site_no=07374000,N/A
CM_040,CM_040-2,10/16/2022,1665931260,9:41:00,Central Daylight Time (UTC-5),8.1,0.06,93.9,0.82,22.7,0.19,-20.36,1,N/A,N/A,5,2,0,1.696666667,30.4384,-91.1912,30.4384,-91.1912,8:45:00,10:22:00,443657,7.75,Yi-Jun,Xu,Louisiana State University,yjxu@lsu.edu,N/A,Mississippi RIver,Baton Rouge,Louisiana,Partly cloudy,Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),22.6,20,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,N/A,https://waterdata.usgs.gov/usa/nwis/uv?site_no=07374000,N/A
CM_040,CM_040-3,10/16/2022,1665931260,9:41:00,Central Daylight Time (UTC-5),8.1,0.06,93.9,0.82,22.7,0.19,N/A,N/A,N/A,N/A,5,2,0,0,30.4384,-91.1912,30.4384,-91.1912,8:45:00,10:22:00,443657,7.75,Yi-Jun,Xu,Louisiana State University,yjxu@lsu.edu,N/A,Mississippi RIver,Baton Rouge,Louisiana,Partly cloudy,Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),22.6,20,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,N/A,https://waterdata.usgs.gov/usa/nwis/uv?site_no=07374000,N/A
CM_041,CM_041-1,10/10/2022,1665417450,11:57:30,Eastern Daylight Time (UTC-4),9.8,0.17,99.22,2.2,15.97,0.25,-20.3,0.968,0.935,0.061776479,10,3,0,6.856666667,37.3724,-80.8599,37.3724,-80.8599,11:00:00,12:40:00,186138,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,1110,New River,Glen Lyn,Virginia,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,15.5,60,Shallow waters near the shore,No coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,There was an eddy that brought some sediment upstream to the DO sensor while we were sampling. Turbidity did not last long and did not obscure the sensor window from what I could tell.,I have slightly less compressed versions of photos if needed,N/A,N/A
CM_041,CM_041-2,10/10/2022,1665417450,11:57:30,Eastern Daylight Time (UTC-4),9.8,0.17,99.22,2.2,15.97,0.25,-15.853,0.924,0.849,0.075626541,11,3,0,6.686666667,37.3724,-80.8599,37.3724,-80.8599,11:00:00,12:40:00,186138,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,1110,New River,Glen Lyn,Virginia,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,15.5,60,Shallow waters near the shore,No coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,There was an eddy that brought some sediment upstream to the DO sensor while we were sampling. Turbidity did not last long and did not obscure the sensor window from what I could tell.,I have slightly less compressed versions of photos if needed,N/A,N/A
CM_041,CM_041-3,10/10/2022,1665417450,11:57:30,Eastern Daylight Time (UTC-4),9.8,0.17,99.22,2.2,15.97,0.25,-12.92,0.992,0.988,0.013472606,15,4,0,7.286666667,37.3724,-80.8599,37.3724,-80.8599,11:00:00,12:40:00,186138,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,1110,New River,Glen Lyn,Virginia,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Sand,15.5,60,Shallow waters near the shore,No coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,There was an eddy that brought some sediment upstream to the DO sensor while we were sampling. Turbidity did not last long and did not obscure the sensor window from what I could tell.,I have slightly less compressed versions of photos if needed,N/A,N/A
CM_042,CM_042-1,10/10/2022,1665429750,15:22:30,Eastern Daylight Time (UTC-4),9.95,0.03,97.59,0.31,14.49,0.05,-3.386,0.956,0.945,0.006075567,60,6,0,7.996666667,37.0422,-80.5627,37.0422,-80.5627,14:45:00,15:45:00,164227,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,11342,Little River,Snowville,Virginia,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,14.5,10,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
CM_042,CM_042-2,10/10/2022,1665429750,15:22:30,Eastern Daylight Time (UTC-4),9.95,0.03,97.59,0.31,14.49,0.05,-2.462,0.973,0.966,0.003438555,60,6,2,8.183333333,37.0422,-80.5627,37.0422,-80.5627,14:45:00,15:45:00,164227,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,11342,Little River,Snowville,Virginia,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,14.5,10,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
CM_042,CM_042-3,10/10/2022,1665429750,15:22:30,Eastern Daylight Time (UTC-4),9.95,0.03,97.59,0.31,14.49,0.05,-2.441,0.987,0.984,0.002083212,90,7,0,8.673333333,37.0422,-80.5627,37.0422,-80.5627,14:45:00,15:45:00,164227,6,Ryan,Stewart,Virginia Tech,rds@vt.edu,11342,Little River,Snowville,Virginia,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Sand,14.5,10,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
CM_044,CM_044-1,12/5/2022,1670254110,10:28:30,Eastern Standard Time (UTC-5),12.88,0.04,92.59,0.43,1.8,0.06,-1.923,0.975,0.971,0.002077158,120,8,0,8.813333333,42.4716,-72.3303,42.4716,-72.3303,9:38:00,11:02:00,284528,7,Ryan,Williams,NEON D01,rwilliams@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),1.7,11,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,N/A,https://data.neonscience.org/data-products/DP4.00130.001,N/A
CM_044,CM_044-2,12/5/2022,1670254110,10:28:30,Eastern Standard Time (UTC-5),12.88,0.04,92.59,0.43,1.8,0.06,-2.042,0.992,0.99,0.001518455,60,6,2,8.95,42.4716,-72.3303,42.4716,-72.3303,9:38:00,11:02:00,284528,7,Ryan,Williams,NEON D01,rwilliams@battelleecology.org,HOPB,Hop Brook,New Salem,Massachusetts,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),1.7,11,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,N/A,https://data.neonscience.org/data-products/DP4.00130.001,N/A
